metadata,metadata,metadata,measured_values,measured_values,measured_values,measured_values,measured_values,measured_values,measured_values,measured_values,measured_values,measured_values,predicted_values,predicted_values,predicted_values,predicted_values,predicted_values,predicted_values,predicted_values,predicted_values,predicted_values,predicted_values
NS(=O)(=O)C1=CC=C2C(=C1)CCN2C(=O)CSC1=NN=C(NC2CC2)S1,RL-145,02/08/2019,5.1612729923694864,,9.353734112896111,5.295536284034509,6.734329267334021,6.029592830329578,,3.572137977392712,4.5586763166044415,5.1146998007347175,11.491001780746789,4.0817315840134825,9.48787093014903,5.859377534982926,8.80787291480615,8.664137582758135,3.1296869260507063,5.547393111247644,2.2936614292145396,6.584122431269597
C1=CC=C(N2C=C(CSC3=NN=C(NC4CC4)S3)C=N2)C=C1,RL-146,02/08/2019,,4.8384076949495824,6.112668325163756,7.1208419707615,5.761745156745285,4.0652410666983565,7.303511417700932,9.509520887665635,6.506203925503532,6.357591941395354,11.491001780746789,5.27224060499454,6.323449072814439,3.31438541461249,5.6647953247946345,2.4097339293808417,7.053123665494974,9.4073594628561,8.999077943838252,8.564391788143487
NC(=O)C(SC1=NN=C(NC2CC2)S1)C1=CC=CC=C1,RL-147,02/09/2019,5.109894328762607,3.475623141778777,7.505401272331024,5.563235758506403,5.004772864175749,5.512636265203737,5.551545949841035,4.571623767904178,5.543932288101786,5.570580191118038,6.8543895776755095,3.928188837974354,7.810422393568364,6.621420044677185,9.165972663368155,6.4835021639579775,5.330969901286842,3.5925036400506003,3.697084956979643,5.946582737755148
CC(SC1=NN=C(NC2CC2)S1)C1=NC2=C(C(C3=CC=CO3)=CS2)C(=O)[NH]1,RL-148,02/09/2019,6.699626016099236,5.0226564480810545,4.64852453217798,6.778224763262221,6.743878667483104,,6.399902162376159,7.535665037568483,5.398218677901697,5.928685079354031,11.215398476158597,5.276238592868832,5.008476418434751,6.816612876470083,4.032447122959145,6.4835021639579775,6.075391510746445,9.080332252976905,5.117471263549556,9.40352865654738
NC1=NC(CSC2=NN=C(NC3CC3)S2)=NC2=CC=CC=C12,RL-149,02/09/2019,7.3893687033361495,4.6413993684880905,8.74462790933865,,5.516396424821662,,8.837667243361018,3.569644681214367,5.469362851137643,5.835837026163389,10.565728820763338,4.050439719427993,8.955176860768544,6.816612876470083,3.224296763986908,6.4835021639579775,8.970310391056172,5.7652424312500745,3.23078783448765,9.374909251635067
CN(C)C1=NC(N)=NC(CSC2=NN=C(NC3CC3)S2)=N1,RL-150,02/09/2019,4.572082016995663,8.92947921977552,8.227793068021231,5.752085470735047,5.418106993873112,7.577508979114396,3.24474048012275,,5.341863055582689,6.661726338010351,7.188452028377573,10.344544282862042,8.328156066244766,4.545486916214365,6.075519531614342,7.551272019483999,3.084631242874639,5.7652424312500745,2.9075622525098,7.521277510757873
CC(SC1=NN=C(NC2CC2)S1)C1=NC(N)=NC(N(C)C)=N1,RL-151,02/10/2019,,4.291796516946518,,4.819519739045118,5.135068405450024,5.003352168493698,5.202299413302845,,4.668738411747796,5.124202283989878,7.188452028377573,3.0003843850349905,8.328156066244766,2.0604853697625445,9.150193017868382,2.542633511508865,5.343524716322719,5.7652424312500745,5.1570534539543065,7.605430012640711
NC1=NC(CSC2=NN=C(NC3CC3)S2)=NC2=C1C1=C(CCCC1)S2,RL-152,02/10/2019,7.16208868859271,7.696273526799775,6.047964179399468,4.661098203041242,6.570198365113871,5.465745868340573,6.497018149152658,6.754264269824885,6.936289078262112,6.808605072880802,4.937121725781962,7.468967304418765,6.34710273203807,6.91959059882767,5.174840571815178,1.1097788618406312,6.474117878522343,10.34531938044125,2.998287277378188,4.009768768001942
O=C(CSC1=NN=C(NC2CC2)S1)NC1=CC2=C(C=C1Cl)OCCCO2,RL-153,02/10/2019,7.225816785014641,8.949438907466785,7.3701761849794325,6.15315351590457,5.586580382785582,6.294190891411581,6.386925603239542,3.4967283093955395,6.573147971585421,6.159374510276589,9.297115496384574,8.515353393181035,7.646014966603804,0.6885154828742683,8.27481444149652,8.912886549397717,6.264763180622161,2.796411044316673,5.659049618093169,6.175903374955151
CC1CCC2=CC=CC=C2N1C(=O)CSC1=NN=C(NC2CC2)S1,RL-154,02/10/2019,6.488469002739892,3.748153186409289,6.518554833829242,5.697645448791014,5.356420655802013,6.246927148088916,5.387137792089607,2.6822152636608667,6.3119057576325694,,8.462244352223024,2.9692146491936775,7.001780457360495,4.5780120182669,5.247466124135559,1.6126966320878262,5.382556847055445,3.4887683960369,6.56911377227988,6.175903374955151
CCC1C2=C(CCN1C(=O)CSC1=NN=C(NC3CC3)S1)SC=C2,RL-155,02/11/2019,4.018006698461602,5.333609120222038,6.537619204770912,,5.1266997084650505,5.089153791887025,6.4472600871318075,3.8047441059260843,4.876957453212156,,3.32736487148794,5.78131248562561,6.771619338211083,4.5780120182669,9.114147750711705,6.5832168947207705,6.151604666875613,5.486972813580843,4.703193932228324,6.175903374955151
COC1=CC=C2C(=C1)CCCN2C(=O)CSC1=NN=C(NC2CC2)S1,RL-156,02/11/2019,6.923963365872142,5.7454568016543766,,6.8300055412242475,5.8396155329728305,5.186440932624887,,9.906270388653589,6.359918200998745,6.535135982375627,8.342638512698777,7.495314504365051,6.771619338211083,8.821658794354013,4.813813033253699,5.41741033843562,6.151604666875613,6.962868802000471,3.476110964975095,1.9356063847707397
CC1=CC=CC(N2CCN(C(=O)CSC3=NN=C(NC4CC4)S3)CC2)=C1,RL-157,02/11/2019,5.1003149410697795,4.456031525352389,,7.094684748530607,6.998152739005116,6.90112931296388,6.514710106238949,6.963395418480738,5.080529558305217,6.961633566050513,7.260991322557162,3.94350006940571,6.771619338211083,8.210510810570497,4.428737356953556,7.820591667916327,6.361313987157935,6.490293663376223,3.9529130774770787,0.12604167914395337
CC1=NN(C)C(NC(=O)CSC2=NN=C(NC3CC3)S2)=C1,RL-158,02/12/2019,4.476637938844879,5.8038781556184755,7.6076482686888065,6.040391005157317,6.823066231669317,6.653959701129197,7.417607369647216,6.407932169360914,6.00575678860932,5.317010434220788,11.126954237894303,5.676394966384037,6.736006774521642,8.11163038578147,8.01978539641274,9.725659999703957,7.23820394854477,9.008058756322471,4.263085397018733,7.946471155256086
ClC1=CC(CSC2=NN=C(NC3CC3)S2)=CC2=C1OCO2,RL-159,02/12/2019,,6.228152875296052,9.627365599215196,6.906426050881408,6.700441031875776,4.687840652043846,6.076083490407698,8.555805025197085,5.321657866688264,5.449904831129851,11.126954237894303,6.803707690487367,9.725826069566823,7.1940638155552925,9.909116114020271,0.7311859022858673,6.200706651968964,9.017313097024134,8.554132235314963,6.723568690156728
CC1CCC2=C(C1)SC1=NC(CSC3=NN=C(NC4CC4)S3)=NC(N)=C21,RL-160,02/12/2019,5.260510180717073,3.2254241557581667,2.538890376300852,6.915404744800016,,4.630828067859266,8.723395494057538,9.421079689502257,4.774227704951606,6.104427344793635,1.9213392319316434,2.2857417805932707,1.8720552368873584,9.27231441871055,9.909116114020271,5.999876064175815,8.912582246158731,9.116752216740085,8.562041186170486,3.5334466207166564
C(SC1=NN=C(NC2CC2)S1)C1=NOC(C2CC2)=N1,RL-161,02/12/2019,7.107043370339314,4.156523928983604,4.267398183775928,6.73761120138244,5.826599458044707,5.507706536950764,8.859826484317118,2.7789448066170417,,5.606882384365146,6.120713878949745,4.124213691264622,4.366223511754434,7.761305626090767,2.5848400129797064,3.5789592538801385,8.615468646487768,1.0665737066029255,8.562041186170486,6.765548804885482
NC(=O)C(SC1=NN=C(NC2CC2)S1)C1=CC=C(F)C=C1,RL-162,02/13/2019,6.996378486086454,6.448618475532856,4.220890119074462,5.9831194202091,5.743809218822601,4.048436121757971,3.8768351566949217,7.4893048286148565,4.81715973200685,5.3142121427952675,-0.45474879778788235,5.080465710791305,4.278229264872416,7.656671227086884,4.226318540536678,3.711451999366172,3.678272139984209,4.461909259880794,1.4346801488898384,8.971652028285188
ClC1=CC=C(C2=NOC(CSC3=NN=C(NC4CC4)S3)=C2)C=C1,RL-163,02/13/2019,6.680324652988605,4.9522538398295985,8.6560037305332,,,7.848080506943663,3.1871626376728095,6.697620160291411,7.210422004463304,6.326113253893676,3.8741466517863743,5.006620731699315,8.65411086096525,7.656671227086884,4.226318540536678,10.91420764729008,3.352209826867842,6.477049913375629,8.820750813330411,6.195447025514673
CC1=NOC(NC(=O)CSC2=NN=C(NC3CC3)S2)=C1,RL-164,02/13/2019,5.672624780630462,8.234090757142951,2.321044887820613,6.15796976625958,6.287042787120686,5.589745900004543,5.378887661901654,6.02430703860479,5.048662075814509,6.793337603519146,6.110162149493404,9.527644581573364,1.8483134738912677,2.0287608967135062,5.179991885151903,4.703180785730573,5.291627082079604,5.906814478723469,3.6913632251873048,10.374949748776855
O=C(CSC1=NN=C(NC2CC2)S1)NC1=NOC=C1,RL-165,02/13/2019,6.604401111897681,3.3735396973476535,5.958705910477971,5.78015423938273,5.631614180316013,7.2328936171671785,5.979025873390853,4.914339580839969,6.5013941479561455,5.720617335113007,7.643729729696358,2.2345235651819917,5.58568518641024,4.034130843263177,1.7167779792537496,6.107966746023251,5.930194116840708,5.81368376283112,4.660965737075369,5.655378609472402
FC1=CC=C(C2=CN=C(CSC3=NN=C(NC4CC4)S3)O2)C=C1,RL-166,02/14/2019,4.18800018005917,6.205919913070784,7.022597541540109,6.981379126547072,5.818365180873272,6.613750377643154,5.2348574640775265,3.012463234306055,4.9831000873600555,,6.1395090357292545,7.207101715196372,8.068095003242254,4.616293813224006,4.296137673943749,6.450662375303829,5.226122099602241,3.1879917481272892,5.121634660766368,5.655378609472402
CC1CN(C(=O)CSC2=NN=C(NC3CC3)S2)CCO1,RL-167,02/14/2019,4.4148850843663805,5.079888830375263,8.728278013556396,5.63971174306815,5.888635350419257,4.937655009120025,3.533115892442508,5.219795235713351,5.367716118112709,5.333700938435536,4.7015862806155155,6.313611367203069,9.55804936324771,12.205313855733703,3.7656440956289887,3.5945997111295993,3.3560616153907135,3.7287605345709913,8.992635786812077,0.24861223623267836
N#CC1=CC=C(CSC2=NN=C(NC3CC3)S2)C(F)=C1,RL-168,02/14/2019,6.835948791695263,6.3884643242975105,,6.44616984334506,6.13137720233124,,6.401082465699086,2.359993910862605,6.376617552359268,5.831297949320533,11.352904544973141,6.319929105192391,9.55804936324771,5.2583540720430095,5.569093536302116,3.5945997111295993,6.741809691089492,0.7326632957908508,6.978924099945303,5.732101838045593
N#CC1=CC=C(F)C(CSC2=NN=C(NC3CC3)S2)=C1,RL-169,02/14/2019,5.6348963911541965,6.340912187767851,8.789564245919,6.194432515258011,6.682334216034532,7.240981936388646,6.83140827866354,9.783991301640363,5.294549110659698,5.921654528355331,11.83142877719013,5.700052468388249,8.940369435110302,9.820938248716613,6.54616431373167,5.100023990414867,7.004084291409272,8.235036212586012,6.017024427764194,2.205790212375212
ClC1=NC(CSC2=NN=C(NC3CC3)S2)=CS1,RL-170,02/15/2019,6.570276630362497,4.668471621746127,9.48607426540362,7.011392930123986,5.92500687569154,7.536389391814215,6.1229987637330066,5.871216557778387,7.009184776149831,6.83375512972698,4.318285364797109,4.378427019443825,9.42588585017393,3.9922870440939278,6.29028381107614,7.9630975476609995,5.955440695624015,6.105655071071255,7.631950226017589,8.226643710439628
N#CC1=CC=C(N2CCC(SC3=NN=C(NC4CC4)S3)C2=O)C=C1,RL-171,02/15/2019,7.609084581378228,3.165732831424949,6.284245486458334,6.212863530785728,5.0912541705509575,,,2.0173752941659604,4.657157620567814,,14.911513282800444,4.823973473890955,6.219026318303685,4.707177263668353,1.9910810435120574,7.9630975476609995,5.955440695624015,2.898764242413925,4.2061459974584885,8.226643710439628
C1=CN=C2C(CSC3=NN=C(NC4CC4)S3)=CC=CC2=C1,RL-172,02/15/2019,5.30648545552236,7.409908355977116,8.241155246985228,7.458091290137126,5.049586213271519,4.648306197394353,5.483272623138368,9.919058066857332,6.920879168217924,6.302688360177317,3.71001653970204,6.887931255843536,8.417418986342078,6.029145308478848,6.6184468049965925,10.83611056307873,5.308896833388558,10.368372972111198,4.10468500122022,10.706159825987292
CCC1=NN=C(CSC2=NN=C(NC3CC3)S2)O1,RL-173,02/15/2019,6.678729759863773,5.026597544773668,8.693943485535353,6.976672296997194,6.67485492559857,6.589379369991436,7.764812436500173,9.33758540526462,6.799205092270649,6.929894119630065,11.201164421829652,4.857580228807769,8.374878460937255,7.0035490506472415,6.877264494253481,6.799181563059082,7.756601444248117,11.080956412334583,1.9770752438271932,3.2914899248447567
O=C(CSC1=NN=C(NC2CC2)S1)C1=CC=C2OCCC2=C1,RL-174,02/16/2019,6.344411147832522,3.290209341242737,8.711264609094359,,6.89364429041405,5.95072294256569,8.179847316640949,8.815154163942093,5.0087896535434195,6.786165287434996,5.83776430905656,2.673711920207441,8.416143504150357,7.0035490506472415,8.162139221885395,5.4385212350572205,8.178301955800707,10.05575515079169,8.140079634513505,2.490690511968551
O=C(CSC1=NN=C(NC2CC2)S1)C1CCCCC1,RL-175,02/16/2019,6.515474035235634,8.21928249807748,2.7894677002435406,6.002902058614163,5.643635197458322,7.602866411948934,3.4731114619328407,9.124982007382819,6.2551664361198505,6.787002617523708,3.5388257716709606,7.724028185126395,2.60852320069544,5.486685934051444,10.472862580998985,5.392684063084413,3.32338279803199,9.11668097895415,9.635538436593762,3.608290085828162
N#CC1=C2C=CC=CN2C=C1CSC1=NN=C(NC2CC2)S1,RL-176,02/16/2019,4.845248895349977,3.6699552547213434,5.197627142482628,4.653690693521553,6.94634841610656,7.955184140577897,6.416014422270823,8.025910771226814,,6.4018679082699315,6.615522702279258,2.2128853656189538,4.6969488096767735,2.091508801545408,5.336187373074262,11.748083240281042,6.156987481025365,8.751941203555083,9.635538436593762,4.938435946347872
CC1=CC=CC=C1C1=NOC(C(C)SC2=NN=C(NC3CC3)S2)=N1,RL-177,02/17/2019,4.594501959520041,3.9680706715800533,7.8170552933599255,6.347211403717981,5.942928898292514,6.146255435887353,3.99165728501071,4.515357042142152,5.6959581379297255,6.152790538186768,2.9650576871705345,5.065978979617511,7.822272737936858,2.983704754207288,7.502359220850461,2.630714992945841,4.448341295062536,5.445528813831156,3.8093332400315294,11.021693719314467
O=C1NCCCCC1SC1=NN=C(NC2CC2)S1,RL-178,02/17/2019,4.511164885020582,5.2722012080871705,4.796934887701039,6.124268230855664,6.131724268577502,,,9.615997282617062,5.233260597073703,5.255239073333866,4.313623074923594,4.988865242756897,5.260572398229511,4.8423510702080375,7.97944562410061,2.630714992945841,4.448341295062536,9.839908136817836,2.202910922634295,9.769116277039172
CC1=C(C)C2=C(N)N=C(C(C)SC3=NN=C(NC4CC4)S3)N=C2S1,RL-179,02/17/2019,6.612513739923235,7.002456385765864,8.63637787900764,6.096969862018581,5.2568615718213785,7.216455023832987,4.740441065070321,6.846181271210106,6.591286082481744,6.904673505778527,9.008495185763953,7.126693763723811,8.124794020529109,3.0903363341603587,6.179120077407364,4.346883006934949,4.89580523246116,3.4845403119921134,2.3597391946712323,3.2961266296800447
CC1=NOC(NC(=O)C(C)SC2=NN=C(NC3CC3)S2)=C1,RL-180,02/17/2019,4.100323643989558,8.992947617022214,3.2134677118605897,4.571698395989391,,6.891609639355005,4.99868932530112,4.902884288218455,5.122574364943329,5.436947828187527,-3.7759917769584197,8.834047397572505,2.6830743469612233,1.6700647676016556,6.179120077407364,3.5747198264985607,4.792054604234031,5.913789060122548,5.537484873927368,6.042793529652619
FC(F)(F)C1=CC=CC(C2=NOC(CSC3=NN=C(NC4CC4)S3)=N2)=C1,RL-181,02/18/2019,6.009425000548202,4.572062439216495,4.982169746621777,4.509896880877577,5.456980771050223,4.056834083389619,3.9337503564028005,8.771830101902541,5.894059559603225,6.451987581275254,4.9696303639334864,4.687416783735831,4.589275694241547,7.1310960333403735,3.141297962179736,7.617832062353928,3.9373846816848883,8.018726804811749,6.672374541440011,8.309336997682758
C1=CN2C=C(CSC3=NN=C(NC4CC4)S3)N=C2N=C1,RL-182,02/18/2019,7.012402302894472,4.866927573190135,5.422581630320603,,6.591633827807085,7.644993239030218,,4.801936362107278,4.748479712844793,6.396945432851106,7.453997682600381,5.5173809347343115,5.123428112599599,7.1310960333403735,7.535840721406101,3.258251631038653,3.9373846816848883,2.348359947310174,4.6800869923062836,9.478452433344362
CC1=C(CSC2=NN=C(NC3CC3)S2)N=C(C2=CC=CS2)O1,RL-183,02/18/2019,4.124931942973781,4.843838267391103,4.874852028681048,6.0938545272731615,6.08186042434633,4.35616407133485,8.689953240856648,4.891701122760742,6.8228092011788775,6.042737179990631,8.703215235780963,5.882130330440687,5.325185318567768,4.363004396079464,4.771737298795967,4.233954686975343,8.749159516592417,6.448853745189785,7.0792782785027,6.31905610248607
CC1=C(CSC2=NN=C(NC3CC3)S2)N=C(C2=CC=CC=C2)O1,RL-184,02/18/2019,5.814754916099348,8.538532801417938,9.002859405359963,,6.13850848646147,4.892512357446841,5.093791332374266,5.860860613247695,5.512105032331215,,0.8940650547479985,6.371127821908434,8.511764306524325,4.363004396079464,7.576074637248242,1.43387131360271,4.787540395455636,6.838100345970881,5.027080174958416,6.31905610248607
O=C1CC(C(F)(F)F)N(C(=O)CSC2=NN=C(NC3CC3)S2)C2=CC=CC=C2N1,RL-185,02/19/2019,4.167197032289653,3.7341734861815263,5.888525351871435,5.500872234990311,5.1465402941388705,4.468316789584321,,9.004095135775113,6.586358970507181,6.390149949573363,0.5383501218124498,2.966188161593887,6.272418085282533,7.558691839653198,4.840726980148481,1.205708977776804,4.787540395455636,8.595069845934002,6.653376795574942,4.208986169626154
O=C1CCCCCC1SC1=NN=C(NC2CC2)S1,RL-186,02/19/2019,6.20655534700545,8.496099890190926,2.915356260967691,6.820010311872222,6.640622675052087,6.888043144424488,5.039166441506164,4.137513499072941,4.8538752146756154,6.402170301945139,3.7764629552604814,8.661962919514709,2.8378757230628002,8.30458774932148,5.784724657743549,1.574685427052362,5.23339170644895,1.902388878443109,4.143308872342881,0.4172984737915
FC(F)N1C(CSC2=NN=C(NC3CC3)S2)=NC2=CC=CC=C21,RL-187,02/19/2019,7.191420015905258,8.227155964993774,6.685504641062308,6.214278823134295,6.601666799100164,4.580781768137289,4.183917321537374,9.034724420565086,7.215315655069814,6.7127591417906824,11.523723149757075,8.968796556001685,6.779926439756232,7.298121954683821,9.524167212079426,5.43502329832715,4.12876134222191,9.920997005519167,3.7069792729226996,3.9597970636719966
O=C(CSC1=NN=C(NC2CC2)S1)N1CCC2=C(C=CS2)C1,RL-188,02/19/2019,5.774807030794474,3.3535265313583755,5.879284239421065,6.215029665971413,5.816460040749373,6.115330929894828,8.304709603473727,3.858301363109571,7.370230854890283,6.363347949333937,5.861820467093202,2.9774405712329677,6.5337158573678895,11.75139739303295,6.119584753470985,8.524351611792165,8.680654213019361,-0.07779376562628793,7.5624091260521755,6.579472439176072
CC1=NN(C)C(Cl)=C1CSC1=NN=C(NC2CC2)S1,RL-189,02/20/2019,6.554734421387373,,8.197549418635706,6.926724012233622,6.926711228440065,5.327308783941318,,6.872166426100845,4.6261338857479934,6.633487889031173,8.570801326153367,2.9774405712329677,8.863061294698594,10.604166730936319,10.138259370161041,4.73659573692519,8.680654213019361,5.416300999178905,5.362736265038454,8.540133656498059
C1=CC=C(C2=NOC(CSC3=NN=C(NC4CC4)S3)=N2)N=C1,RL-190,02/20/2019,6.0832062675387135,7.0999834054842275,,7.255776622320736,6.279380460063667,5.331328388008744,3.635599080940167,4.521481058495718,5.23809990705541,6.615600706927053,10.335431506775873,6.613892908169826,8.863061294698594,9.123280303353628,5.4591773796942,7.921465920204671,3.4669421125590842,2.65913279478803,4.52860675602426,7.595844505286617
NC1=NC(CSC2=NN=C(NC3CC3)S2)=CS1,RL-191,02/20/2019,7.821230017166565,7.248170932543464,2.2765935935568917,4.718551569628122,6.725737447508722,7.034599683189223,5.67279229591922,7.496819800285569,7.477947595497267,6.861999091295207,17.065818875937776,7.0694584095048,2.3756421968796633,5.219276249882813,7.6137658086791085,6.9047429364846655,5.514167809646197,7.688079505724313,6.312229100801854,7.095456631219875
N#CC1=CC=CC=C1C1=CC=C(CSC2=NN=C(NC3CC3)S2)C=C1,RL-192,02/21/2019,4.602196051100045,,,6.944669023823167,6.069466850699729,6.072871054205411,7.529457976677261,4.95772867298828,4.736948784361596,5.542676336772204,3.974209174992912,7.0694584095048,2.3756421968796633,4.442797051066286,10.325796015721064,5.169002051796314,7.6171148443553,6.261510859303133,2.990376427423814,5.084673213815099
CC1=CC(C(=O)CSC2=NN=C(NC3CC3)S2)=C(C)[NH]1,RL-193,02/21/2019,7.702989266531159,5.011771264305421,2.068323507347248,6.920315014701396,5.08842244527055,5.156156659639733,,8.954478531501561,5.77613245925087,6.518884096915605,10.00132829805733,4.850932435720941,2.131224373797981,7.509915524484838,6.101335386899378,4.145706324630837,7.6171148443553,9.949724872514864,3.697434782587013,3.6807281928276336
CC1=NOC(CSC2=NN=C(NC3CC3)S2)=N1,RL-194,02/21/2019,6.672255993600692,6.598477140795343,7.599848854714207,6.422998761235886,6.716170458096609,5.867411002405998,7.439705676140948,4.359206623896764,6.1871629556896846,6.904498723168475,3.960332909279706,5.664928200312839,7.147655593997748,5.778669468856249,5.436460093080193,9.129252201423562,7.351132715721169,4.531712894102563,8.354764742382773,8.791095154622978
CC(SC1=NN=C(NC2CC2)S1)C(=O)NC1=NC=CS1,RL-195,02/21/2019,7.79829978044423,7.100630268876043,6.118499433206169,4.687162033092964,5.51723249433326,7.777047472459769,3.99072470045885,9.11988995530988,7.093679875848242,5.0888119497784565,13.49100945765553,6.3641980789753205,6.295050465469209,6.83675096717994,2.558765862084455,4.899688209416184,3.905894820501646,6.905191103069862,8.005204270605644,8.01889602953624
CC1=C(C)C(NC(=O)C(C)SC2=NN=C(NC3CC3)S2)=CC=C1,RL-196,02/22/2019,4.395396667701024,8.84528744672065,7.672596327017996,6.592499714506559,6.977316681765219,,3.976474114259064,5.344408548685733,5.17112723907593,6.8479008240691766,8.248911372801746,10.293701450997997,8.395552975362511,9.781672122134195,8.388562653869375,4.899688209416184,4.06319320396296,3.8144614939718102,4.669989140079217,2.4888613652044587
CC1=CC=C(NC(=O)C(C)SC2=NN=C(NC3CC3)S2)C=C1C,RL-197,02/22/2019,6.638193148840525,5.883129083439403,3.9848375554707482,6.112474643661048,5.229578415813254,7.999196796442731,8.59695885813008,9.224739459593888,6.833537269879147,5.158770651384539,14.390834247033466,6.789387488931864,4.356097750818018,6.006305247833765,2.151100368778388,8.86912061504391,8.842158195750304,12.17523404539077,5.546961575842041,-6.000894966963062
CC(SC1=NN=C(NC2CC2)S1)C(=O)NC1=CC=C(Cl)C(Cl)=C1,RL-198,02/22/2019,6.93839705977296,6.618960042787508,4.868550529597688,6.311779570596917,5.287495368406676,5.8760250301186145,6.104088776679928,6.20056010950631,5.542539246553792,6.235554266463032,12.786812572865685,7.602446917717525,4.895919431614124,9.687424192113376,6.740137925786626,4.796418117125081,5.755933556262823,4.008738239924826,3.754416495998602,3.7619196612659556
CC1=CC(Cl)=CC=C1NC(=O)C(C)SC1=NN=C(NC2CC2)S1,RL-199,02/22/2019,4.871644268815908,7.431332580688327,,6.397346555392491,5.757087972431525,6.37434060257457,7.350502801891098,5.283251356176599,6.297819943844543,6.305746967637473,1.2138348979786557,6.981353565381762,4.895919431614124,5.652046416714083,11.0528572360399,1.234719003078749,7.509587206300536,3.3614216825379395,10.176088225747494,-1.4904820762018964
CC1=CC=C(NC(=O)C(C)SC2=NN=C(NC3CC3)S2)C(Cl)=C1,RL-200,02/23/2019,4.209539180311876,8.050390006031307,8.00254242446696,4.759746928279224,5.293449495928051,4.902580650826954,3.3998182369575076,5.073713906995308,,6.235822811520718,7.840461149817344,8.313855876614278,7.43111970594301,6.519183952319185,2.658246734006734,-0.06723456608986211,3.2397899925179554,2.80713671797864,10.176088225747494,3.771316336268382
CC1=CC=C(F)C=C1NC(=O)C(C)SC1=NN=C(NC2CC2)S1,RL-201,02/23/2019,6.530909110989709,8.966217253264205,,7.256732031863985,6.251288893662399,6.027110160125841,6.569429359646424,,4.842159730962432,5.930821013321519,5.170212541959771,6.523250109982369,7.43111970594301,2.472770692288278,6.856502695625176,1.6768834401459003,6.7044859321768335,2.80713671797864,2.7625600351243214,-0.5873809942078445
CC1=CC(C)=CC(NC(=O)C(C)SC2=NN=C(NC3CC3)S2)=C1,RL-202,02/23/2019,4.111710220546941,,9.683937344717057,,,6.03418866242504,6.238399763893035,8.54419801370246,4.8946959883475705,,-3.2269532229370634,6.523250109982369,9.026015814783218,2.472770692288278,6.856502695625176,1.236923353782724,6.266420407072754,9.632729906916559,6.965089140605221,-0.5873809942078445
CC1=CC=C(NC(=O)C(C)SC2=NN=C(NC3CC3)S2)C(F)=C1,RL-203,02/23/2019,5.318126322957125,8.358509538376339,5.404056489061973,5.099290659266454,5.422978246633678,7.651045021014937,8.210005367291977,2.950854084976597,,5.46165477179321,6.43908053218968,9.211155699212542,5.03769609794298,5.302456414111459,4.528477642724999,7.5731189644827985,8.368733759039738,2.2352483898944646,6.965089140605221,-0.1352281440511227
CC(SC1=NN=C(NC2CC2)S1)C(=O)NC1=C(C#N)C2=C(CCC2)S1,RL-204,02/24/2019,4.5956619659701525,5.093324602986184,9.442433194751647,,6.204576442842544,6.906208771442097,4.64749715607211,5.319704308045396,5.469332241671058,,2.2400409972874,5.460732672953608,8.850631433429694,5.302456414111459,8.89041377427403,6.702844367077736,4.395445504563098,6.780874964432566,1.9052789088600397,-0.1352281440511227
CC1=CC=C(C2=NOC(C(C)SC3=NN=C(NC4CC4)S3)=N2)C=C1F,RL-205,02/24/2019,5.807848884479402,6.746369928906018,7.987245326453346,5.734612458104881,6.243387402818035,6.20769489396257,7.134697237579584,9.726975996824738,4.670417288731306,6.69455850486166,5.582382362863364,6.677020788584755,8.276620951525173,2.4757562838044502,3.473053287622385,6.379488650328847,6.953301453978846,9.207705123452115,1.3175660049417832,2.541689915489642
CC(SC1=NN=C(NC2CC2)S1)C(=O)NC1=NC2=CC=C(F)C=C2S1,RL-206,02/24/2019,6.656521222694636,,2.535142934504907,6.539359230319444,5.187669654470971,7.179665530839732,4.902324626695925,9.450313813072121,7.246689591291018,6.142998983107601,8.646394983257121,6.677020788584755,2.2970354344980306,5.159011488501771,7.217469139673987,3.823586760157281,5.360316835569664,8.81358114171397,5.527177036223125,7.1837470729616815
CC1=CC(C)=C(NC(=O)C(C)SC2=NN=C(NC3CC3)S2)C(Cl)=C1,RL-207,02/25/2019,7.2002052589801036,6.200675481297619,4.261000524166829,5.193230660053466,5.411833729990452,6.497501266816187,,8.529681774705079,,6.344795665427567,4.783730567825604,7.201404621158604,4.181949242650662,5.894235734096501,6.918303424085339,12.419381497093747,5.360316835569664,8.295179237849068,5.527177036223125,6.576571251457688
CC1CCC(NC(=O)C(C)SC2=NN=C(NC3CC3)S2)CC1,RL-208,02/25/2019,4.410066637167578,8.902295194012993,2.6548687620811853,5.8115722646655215,6.547694067086228,5.0534235209477245,7.208373140746942,5.673331409348673,7.372206136904433,,6.883013130062593,9.828705780151516,3.3071197493212505,4.1453389322160525,6.902586818668572,1.4455027578898947,6.993528925673765,4.798953251994389,4.614093943170127,6.576571251457688
CC(SC1=NN=C(NC2CC2)S1)C(=O)NC1=CC=CC2=NC=CC=C12,RL-209,02/25/2019,7.9893126877613945,3.6305485453689315,4.104877198191195,6.199367122488823,6.015759568334585,5.218229317289356,4.64124317998272,2.6266810494634703,4.620298946004601,5.937997590125283,12.5564940469787,3.801426770128443,4.296273105395767,4.726585496299137,5.768140497666513,4.6700417070927,4.513360220031499,4.420371613657024,4.072169326574553,6.301673004547279
